0	0.0932
0.5	0.110594884
1	0.127651336
1.5	0.144375749
2	0.160774396
2.5	0.17685343
3	0.192618889
3.5	0.208076698
4	0.223232668
4.5	0.238092501
5	0.252661794
5.5	0.266946033
6	0.280950607
6.5	0.294680797
7	0.308141789
7.5	0.321338668
8	0.334276426
8.5	0.346959957
9	0.359394066
9.5	0.371583467
10	0.383532782
10.5	0.395246548
11	0.406729218
11.5	0.417985158
12	0.429018652
12.5	0.439833905
13	0.450435042
13.5	0.460826108
14	0.471011073
14.5	0.480993835
15	0.490778213
15.5	0.500367958
16	0.509766749
16.5	0.518978194
17	0.528005837
17.5	0.53685315
18	0.545523542
18.5	0.554020359
19	0.562346882
19.5	0.57050633
20	0.578501862
20.5	0.586336576
21	0.594013515
21.5	0.60153566
22	0.608905938
22.5	0.616127222
23	0.623202329
23.5	0.630134022
24	0.636925015
24.5	0.643577967
25	0.65009549
25.5	0.656480145
26	0.662734445
26.5	0.668860855
27	0.674861795
27.5	0.680739639
28	0.686496713
28.5	0.692135304
29	0.697657653
29.5	0.703065959
30	0.708362379
30.5	0.713549031
31	0.718627992
31.5	0.723601299
32	0.728470952
32.5	0.733238913
33	0.737907105
33.5	0.742477417
34	0.746951703
34.5	0.751331779
35	0.755619428
35.5	0.759816401
36	0.763924414
36.5	0.767945151
37	0.771880265
37.5	0.775731377
38	0.779500077
38.5	0.783187927
39	0.786796457
39.5	0.79032717
40	0.793781539
40.5	0.79716101
41	0.800467003
41.5	0.80370091
42	0.806864095
42.5	0.8099579
43	0.812983638
43.5	0.8159426
44	0.81883605
44.5	0.821665232
45	0.824431361
45.5	0.827135635
46	0.829779226
46.5	0.832363283
47	0.834888936
47.5	0.837357292
48	0.839769438
48.5	0.842126439
49	0.844429342
49.5	0.846679173
50	0.848876939
50.5	0.851023626
51	0.853120206
51.5	0.855167627
52	0.857166824
52.5	0.859118711
53	0.861024187
53.5	0.862884132
54	0.864699412
54.5	0.866470873
55	0.868199348
55.5	0.869885654
56	0.871530592
56.5	0.873134947
57	0.87469949
57.5	0.876224978
58	0.877712153
58.5	0.879161743
59	0.880574463
59.5	0.881951014
60	0.883292082
60.5	0.884598344
61	0.88587046
61.5	0.887109081
62	0.888314844
62.5	0.889488373
63	0.890630283
63.5	0.891741174
64	0.892821638
64.5	0.893872254
65	0.89489359
65.5	0.895886204
66	0.896850643
66.5	0.897787443
67	0.898697132
67.5	0.899580225
68	0.900437231
68.5	0.901268646
69	0.902074958
69.5	0.902856646
70	0.90361418
70.5	0.904348021
71	0.905058621
71.5	0.905746423
72	0.906411863
72.5	0.907055367
73	0.907677355
73.5	0.908278238
74	0.908858419
74.5	0.909418294
75	0.909958251
75.5	0.91047867
76	0.910979926
76.5	0.911462385
77	0.911926408
77.5	0.912372345
78	0.912800545
78.5	0.913211347
79	0.913605084
79.5	0.913982082
80	0.914342664
80.5	0.914687144
81	0.915015829
81.5	0.915329025
82	0.915627027
82.5	0.915910128
83	0.916178613
83.5	0.916432763
84	0.916672855
84.5	0.916899157
85	0.917111936
85.5	0.917311451
86	0.917497958
86.5	0.917671706
87	0.917832943
87.5	0.917981908
88	0.918118838
88.5	0.918243966
89	0.918357518
89.5	0.918459718
90	0.918550786
90.5	0.918630936
91	0.91870038
91.5	0.918759323
92	0.91880797
92.5	0.918846519
93	0.918875166
93.5	0.918894102
94	0.918903516
94.5	0.918903593
95	0.918894513
95.5	0.918876453
96	0.918849589
96.5	0.918814092
97	0.918770128
97.5	0.918717863
98	0.918657459
98.5	0.918589073
99	0.918512861
99.5	0.918428976
100	0.918337567
100.5	0.918238781
101	0.918132762
101.5	0.918019652
102	0.917899589
102.5	0.917772709
103	0.917639146
103.5	0.91749903
104	0.91735249
104.5	0.917199653
105	0.917040641
105.5	0.916875576
106	0.916704577
106.5	0.916527761
107	0.916345242
107.5	0.916157133
108	0.915963544
108.5	0.915764583
109	0.915560357
109.5	0.91535097
110	0.915136523
110.5	0.914917117
111	0.914692851
111.5	0.91446382
112	0.91423012
