0	0.25
0.5	0.25
1	0.25
1.5	0.25
2	0.25
2.5	0.25
3	0.25
3.5	0.25
4	0.25
4.5	0.25
5	0.25
5.5	0.25
6	0.25
6.5	0.25
7	0.25
7.5	0.25
8	0.25
8.5	0.25
9	0.25
9.5	0.25
10	0.25
10.5	0.25
11	0.25
11.5	0.25
12	0.25
12.5	0.25
13	0.25
13.5	0.25
14	0.25
14.5	0.25
15	0.25
15.5	0.25
16	0.25
16.5	0.25
17	0.25
17.5	0.25
18	0.25
18.5	0.25
19	0.25
19.5	0.25
20	0.25
20.5	0.25
21	0.25
21.5	0.25
22	0.25
22.5	0.25
23	0.25
23.5	0.25
24	0.25
24.5	0.25
25	0.25
25.5	0.25
26	0.25
26.5	0.25
27	0.25
27.5	0.25
28	0.25
28.5	0.25
29	0.25
29.5	0.25
30	0.25
30.5	0.25
31	0.25
31.5	0.25
32	0.25
32.5	0.25
33	0.25
33.5	0.25
34	0.25
34.5	0.25
35	0.25
35.5	0.25
36	0.25
36.5	0.25
37	0.25
37.5	0.25
38	0.25
38.5	0.25
39	0.25
39.5	0.25
40	0.25
40.5	0.25
41	0.25
41.5	0.25
42	0.25
42.5	0.25
43	0.25
43.5	0.25
44	0.25
44.5	0.25
45	0.25
45.5	0.25
46	0.25
46.5	0.25
47	0.25
47.5	0.25
48	0.25
48.5	0.25
49	0.25
49.5	0.25
50	0.25
50.5	2.3576
51	1.7167
51.5	1.3339
52	1.1123
52.5	0.9581
53	0.8412
53.5	0.7504
54	0.6794
54.5	0.6238
55	0.5801
55.5	0.5457
56	0.5185
56.5	0.497
57	0.4798
57.5	0.4661
58	0.4551
58.5	0.4461
59	0.4387
59.5	0.4326
60	0.4275
60.5	0.4232
61	0.4194
61.5	0.4162
62	0.4133
62.5	0.4107
63	0.4083
63.5	0.406
64	0.404
64.5	0.402
65	0.4001
65.5	0.3983
66	0.3965
66.5	0.3948
67	0.3931
67.5	0.3915
68	0.3899
68.5	0.3883
69	0.3867
69.5	0.3851
70	0.3835
70.5	0.382
71	0.3805
71.5	0.3789
72	0.3774
72.5	0.3759
73	0.3744
73.5	0.3729
74	0.3714
74.5	0.3699
75	0.3684
75.5	0.367
76	0.3655
76.5	0.364
77	0.3626
77.5	0.3611
78	0.3597
78.5	0.3583
79	0.3568
79.5	0.3554
80	0.354
80.5	0.3526
81	0.3512
81.5	0.3498
82	0.3484
82.5	0.347
83	0.3456
83.5	0.3442
84	0.3428
84.5	0.3415
85	0.3401
85.5	0.3387
86	0.3374
86.5	0.336
87	0.3347
87.5	0.3334
88	0.332
88.5	0.3307
89	0.3294
89.5	0.3281
90	0.3268
90.5	2.3576
91	1.7167
91.5	1.3339
92	1.1123
92.5	0.9581
93	0.8412
93.5	0.7504
94	0.6794
94.5	0.6238
95	0.5801
95.5	0.5457
96	0.5185
96.5	0.497
97	0.4798
97.5	0.4661
98	0.4551
98.5	0.4461
99	0.4387
99.5	0.4326
100	0.4275
100.5	0.4232
101	0.4194
101.5	0.4162
102	0.4133
102.5	0.4107
103	0.4083
103.5	0.406
104	0.404
104.5	0.402
105	0.4001
105.5	0.3983
106	0.3965
106.5	0.3948
107	0.3931
107.5	0.3915
108	0.3899
108.5	0.3883
109	0.3867
109.5	0.3851
110	0.3835
110.5	0.382
111	0.2762
111.5	0.2751
112	0.274
112.5	0.2729
113	0.2718
113.5	0.2708
114	0.2697
114.5	0.2686
115	0.2675
115.5	0.2665
116	0.2654
116.5	0.2643
117	0.2633
117.5	0.2622
118	0.2612
118.5	0.2601
119	0.2591
119.5	0.2581
120	0.257
120.5	0.256
121	0.255
121.5	0.254
122	0.253
122.5	0.252
123	0.2509
123.5	0.2499
124	0.2489
124.5	0.248
125	0.247
125.5	0.246
126	0.245
126.5	0.244
127	0.243
127.5	0.2421
128	0.2411
128.5	0.2401
129	0.2392
129.5	0.2382
130	0.2373
130.5	0.2363
131	0.2354
131.5	0.2345
132	0.2335
132.5	0.2326
133	0.2317
133.5	0.2307
134	0.2298
134.5	0.2289
135	0.228
135.5	0.2271
136	0.2262
136.5	0.2253
137	0.2244
137.5	0.2235
138	0.2226
138.5	0.2217
139	0.2208
139.5	0.2199
140	0.219
140.5	0.2182
141	0.2173
141.5	0.2164
142	0.2156
142.5	0.2147
143	0.2138
143.5	0.213
144	0.2121
144.5	0.2113
145	0.2104
145.5	0.2096
146	0.2088
146.5	0.2079
147	0.2071
147.5	0.2063
148	0.2055
148.5	0.2046
149	0.2038
149.5	0.203
150	0.2022
150.5	0.2014
151	0.2006
151.5	0.1998
152	0.199
152.5	0.1982
153	0.1974
153.5	0.1966
154	0.1958
154.5	0.195
155	0.1943
155.5	0.1935
156	0.1927
156.5	0.192
157	0.1912
157.5	0.1904
158	0.1897
158.5	0.1889
159	0.1882
159.5	0.1874
160	0.1867
160.5	0.1859
161	0.1852
161.5	0.1844
162	0.1837
162.5	0.183
163	0.1822
163.5	0.1815
164	0.1808
164.5	0.1801
165	0.1793
165.5	0.1786
166	0.1779
166.5	0.1772
167	0.1765
167.5	0.1758
168	0.1751
168.5	0.1744
169	0.1737
169.5	0.173
170	0.1723
170.5	0.1716
171	0.1709
171.5	0.1702
172	0.1696
172.5	0.1689
173	0.1682
173.5	0.1675
174	0.1669
174.5	0.1662
175	0.1655
175.5	0.1649
176	0.1642
176.5	0.1636
177	0.1629
177.5	0.1623
178	0.1616
178.5	0.161
179	0.1603
179.5	0.1597
180	0.1591
180.5	0.1584
181	0.1578
181.5	0.1572
182	0.1565
182.5	0.1559
183	0.1553
183.5	0.1547
184	0.154
184.5	0.1534
185	0.1528
185.5	0.1522
186	0.1516
186.5	0.151
187	0.1504
187.5	0.1498
188	0.1492
188.5	0.1486
189	0.148
189.5	0.1474
190	0.1468
190.5	0.1462
191	0.1457
191.5	0.1451
192	0.1445
192.5	0.1439
193	0.1433
193.5	0.1428
194	0.1422
194.5	0.1416
195	0.1411
195.5	0.1405
196	0.1399
196.5	0.1394
197	0.1388
197.5	0.1383
198	0.1377
198.5	0.1372
199	0.1366
199.5	0.1361
200	0.1355
