sample-time[seconds]	plasma[kBq/cc]
0.0000	0.0000
1.0000	0.8371
2.0000	1.7577
3.0000	2.7463
4.0000	3.7899
5.0000	4.8755
6.0000	5.9920
7.0000	7.1295
8.0000	8.2787
9.0000	9.4319
10.0000	10.5807
11.0000	11.7207
12.0000	12.8454
13.0000	13.9498
14.0000	15.0298
15.0000	16.0817
16.0000	17.1021
17.0000	18.0884
18.0000	19.0384
19.0000	19.9503
20.0000	20.8224
21.0000	21.6537
22.0000	22.4410
23.0000	23.1881
24.0000	23.8925
25.0000	24.5541
26.0000	25.1730
27.0000	25.7492
28.0000	26.2834
29.0000	26.7758
30.0000	27.2272
31.0000	27.6384
32.0000	28.0100
33.0000	28.3432
34.0000	28.6416
35.0000	28.9006
36.0000	29.1242
37.0000	29.3133
38.0000	29.4693
39.0000	29.5931
40.0000	29.6862
41.0000	29.7495
42.0000	29.7843
43.0000	29.7919
44.0000	29.7734
45.0000	29.7299
46.0000	29.6628
47.0000	29.5762
48.0000	29.4650
49.0000	29.3336
50.0000	29.1828
51.0000	29.0140
52.0000	28.8282
53.0000	28.6263
54.0000	28.4123
55.0000	28.1813
56.0000	27.9371
57.0000	27.6807
58.0000	27.4130
59.0000	27.1377
60.0000	26.8499
61.0000	26.5532
62.0000	26.2485
63.0000	25.9364
64.0000	25.6204
65.0000	25.2957
66.0000	24.9658
67.0000	24.6312
68.0000	24.2951
69.0000	23.9529
70.0000	23.6077
71.0000	23.2602
72.0000	22.9131
73.0000	22.5622
74.0000	22.2101
75.0000	21.8599
76.0000	21.5070
77.0000	21.1544
78.0000	20.8045
79.0000	20.4533
80.0000	20.1033
81.0000	19.7568
82.0000	19.4100
83.0000	19.0652
84.0000	18.7247
85.0000	18.3846
86.0000	18.0474
87.0000	17.7149
88.0000	17.3835
89.0000	17.0573
90.0000	16.7327
91.0000	16.4117
92.0000	16.0960
93.0000	15.7824
94.0000	15.4743
95.0000	15.1687
96.0000	14.8671
97.0000	14.5713
98.0000	14.2781
99.0000	13.9908
100.0000	13.7063
101.0000	13.4276
102.0000	13.1519
103.0000	12.8820
104.0000	12.6153
105.0000	12.3543
106.0000	12.0965
107.0000	11.8446
108.0000	11.5958
109.0000	11.3528
110.0000	11.1130
111.0000	10.8789
112.0000	10.6480
113.0000	10.4227
114.0000	10.2007
115.0000	9.9841
116.0000	9.7708
117.0000	9.5629
118.0000	9.3591
119.0000	9.1586
120.0000	8.9632
121.0000	8.7710
122.0000	8.5838
123.0000	8.3997
124.0000	8.2205
125.0000	8.0452
126.0000	7.8729
127.0000	7.7053
128.0000	7.5414
129.0000	7.3805
130.0000	7.2239
131.0000	7.0711
132.0000	6.9208
133.0000	6.7749
134.0000	6.6317
135.0000	6.4925
136.0000	6.3566
137.0000	6.2241
138.0000	6.0940
139.0000	5.9676
140.0000	5.8444
141.0000	5.7236
142.0000	5.6063
143.0000	5.4918
144.0000	5.3797
145.0000	5.2709
146.0000	5.1649
147.0000	5.0615
148.0000	4.9602
149.0000	4.8620
150.0000	4.7663
151.0000	4.6729
152.0000	4.5821
153.0000	4.4930
154.0000	4.4069
155.0000	4.3228
156.0000	4.2411
157.0000	4.1609
158.0000	4.0833
159.0000	4.0078
160.0000	3.9343
161.0000	3.8627
162.0000	3.7930
163.0000	3.7248
164.0000	3.6589
165.0000	3.5946
166.0000	3.5322
167.0000	3.4713
168.0000	3.4122
169.0000	3.3546
170.0000	3.2982
171.0000	3.2438
172.0000	3.1908
173.0000	3.1394
174.0000	3.0892
175.0000	3.0405
176.0000	2.9931
177.0000	2.9470
178.0000	2.9022
179.0000	2.8587
180.0000	2.8164
181.0000	2.7752
182.0000	2.7353
183.0000	2.6961
184.0000	2.6582
185.0000	2.6215
186.0000	2.5858
187.0000	2.5511
188.0000	2.5174
189.0000	2.4846
190.0000	2.4528
191.0000	2.4218
192.0000	2.3918
193.0000	2.3625
194.0000	2.3341
195.0000	2.3065
196.0000	2.2798
197.0000	2.2537
198.0000	2.2287
199.0000	2.2041
200.0000	2.1802
201.0000	2.1570
202.0000	2.1344
203.0000	2.1126
204.0000	2.0913
205.0000	2.0707
206.0000	2.0505
207.0000	2.0310
208.0000	2.0121
209.0000	1.9938
210.0000	1.9759
211.0000	1.9587
212.0000	1.9418
213.0000	1.9255
214.0000	1.9095
215.0000	1.8941
216.0000	1.8791
217.0000	1.8645
218.0000	1.8505
219.0000	1.8367
220.0000	1.8233
221.0000	1.8103
222.0000	1.7976
223.0000	1.7853
224.0000	1.7737
225.0000	1.7620
226.0000	1.7508
227.0000	1.7398
228.0000	1.7292
229.0000	1.7190
230.0000	1.7090
231.0000	1.6992
232.0000	1.6897
233.0000	1.6806
234.0000	1.6717
235.0000	1.6630
236.0000	1.6544
237.0000	1.6464
238.0000	1.6384
239.0000	1.6306
240.0000	1.6230
241.0000	1.6158
242.0000	1.6086
243.0000	1.6016
244.0000	1.5950
245.0000	1.5884
246.0000	1.5819
247.0000	1.5757
248.0000	1.5698
249.0000	1.5638
250.0000	1.5580
251.0000	1.5526
252.0000	1.5471
253.0000	1.5417
254.0000	1.5367
255.0000	1.5316
256.0000	1.5268
257.0000	1.5220
258.0000	1.5174
259.0000	1.5129
260.0000	1.5084
261.0000	1.5041
262.0000	1.5000
263.0000	1.4959
264.0000	1.4921
265.0000	1.4881
266.0000	1.4842
267.0000	1.4807
268.0000	1.4770
269.0000	1.4736
270.0000	1.4700
271.0000	1.4668
272.0000	1.4635
273.0000	1.4604
274.0000	1.4572
275.0000	1.4541
276.0000	1.4512
277.0000	1.4482
278.0000	1.4454
279.0000	1.4426
280.0000	1.4400
281.0000	1.4373
282.0000	1.4347
283.0000	1.4320
284.0000	1.4297
285.0000	1.4271
286.0000	1.4248
287.0000	1.4224
288.0000	1.4202
289.0000	1.4180
290.0000	1.4157
291.0000	1.4136
292.0000	1.4114
293.0000	1.4094
294.0000	1.4073
295.0000	1.4053
296.0000	1.4033
297.0000	1.4015
298.0000	1.3996
299.0000	1.3976
300.0000	1.3959
301.0000	1.3939
302.0000	1.3923
303.0000	1.3906
304.0000	1.3888
305.0000	1.3872
306.0000	1.3856
307.0000	1.3838
308.0000	1.3823
309.0000	1.3806
310.0000	1.3791
311.0000	1.3776
312.0000	1.3760
313.0000	1.3746
314.0000	1.3732
315.0000	1.3716
316.0000	1.3702
317.0000	1.3688
318.0000	1.3673
319.0000	1.3660
320.0000	1.3647
321.0000	1.3634
322.0000	1.3619
323.0000	1.3607
324.0000	1.3594
325.0000	1.3580
326.0000	1.3568
327.0000	1.3556
328.0000	1.3544
329.0000	1.3531
330.0000	1.3518
331.0000	1.3506
332.0000	1.3496
333.0000	1.3482
334.0000	1.3471
335.0000	1.3460
336.0000	1.3448
337.0000	1.3437
338.0000	1.3425
339.0000	1.3414
340.0000	1.3403
341.0000	1.3392
342.0000	1.3381
343.0000	1.3370
344.0000	1.3359
345.0000	1.3349
346.0000	1.3338
347.0000	1.3328
348.0000	1.3316
349.0000	1.3306
350.0000	1.3295
351.0000	1.3285
352.0000	1.3275
353.0000	1.3266
354.0000	1.3256
355.0000	1.3246
356.0000	1.3234
357.0000	1.3225
358.0000	1.3215
359.0000	1.3205
360.0000	1.3196
361.0000	1.3186
362.0000	1.3176
363.0000	1.3167
364.0000	1.3157
365.0000	1.3148
366.0000	1.3137
367.0000	1.3128
368.0000	1.3119
369.0000	1.3109
370.0000	1.3099
371.0000	1.3090
372.0000	1.3081
373.0000	1.3072
374.0000	1.3063
375.0000	1.3054
376.0000	1.3045
377.0000	1.3036
378.0000	1.3026
379.0000	1.3017
380.0000	1.3008
381.0000	1.3000
382.0000	1.2990
383.0000	1.2981
384.0000	1.2973
385.0000	1.2964
386.0000	1.2954
387.0000	1.2946
388.0000	1.2937
389.0000	1.2928
390.0000	1.2919
391.0000	1.2911
392.0000	1.2901
393.0000	1.2893
394.0000	1.2884
395.0000	1.2877
396.0000	1.2868
397.0000	1.2859
398.0000	1.2850
399.0000	1.2842
400.0000	1.2833
401.0000	1.2824
402.0000	1.2816
403.0000	1.2807
404.0000	1.2798
405.0000	1.2790
406.0000	1.2783
407.0000	1.2774
408.0000	1.2765
409.0000	1.2757
410.0000	1.2748
411.0000	1.2739
412.0000	1.2731
413.0000	1.2724
414.0000	1.2715
415.0000	1.2706
416.0000	1.2698
417.0000	1.2690
418.0000	1.2681
419.0000	1.2674
420.0000	1.2665
421.0000	1.2657
422.0000	1.2648
423.0000	1.2640
424.0000	1.2632
425.0000	1.2624
426.0000	1.2616
427.0000	1.2607
428.0000	1.2599
429.0000	1.2592
430.0000	1.2584
431.0000	1.2574
432.0000	1.2566
433.0000	1.2559
434.0000	1.2551
435.0000	1.2542
436.0000	1.2534
437.0000	1.2527
438.0000	1.2519
439.0000	1.2510
440.0000	1.2501
441.0000	1.2494
442.0000	1.2486
443.0000	1.2478
444.0000	1.2471
445.0000	1.2462
446.0000	1.2454
447.0000	1.2447
448.0000	1.2439
449.0000	1.2430
450.0000	1.2424
451.0000	1.2414
452.0000	1.2406
453.0000	1.2399
454.0000	1.2391
455.0000	1.2382
456.0000	1.2376
457.0000	1.2367
458.0000	1.2359
459.0000	1.2352
460.0000	1.2344
461.0000	1.2335
462.0000	1.2328
463.0000	1.2320
464.0000	1.2313
465.0000	1.2305
466.0000	1.2296
467.0000	1.2290
468.0000	1.2281
469.0000	1.2275
470.0000	1.2266
471.0000	1.2258
472.0000	1.2251
473.0000	1.2242
474.0000	1.2235
475.0000	1.2227
476.0000	1.2220
477.0000	1.2211
478.0000	1.2203
479.0000	1.2196
480.0000	1.2188
481.0000	1.2181
482.0000	1.2173
483.0000	1.2166
484.0000	1.2158
485.0000	1.2151
486.0000	1.2142
487.0000	1.2136
488.0000	1.2127
489.0000	1.2120
490.0000	1.2112
491.0000	1.2105
492.0000	1.2097
493.0000	1.2090
494.0000	1.2082
495.0000	1.2075
496.0000	1.2066
497.0000	1.2060
498.0000	1.2051
499.0000	1.2045
500.0000	1.2036
501.0000	1.2029
502.0000	1.2023
503.0000	1.2014
504.0000	1.2008
505.0000	1.1999
506.0000	1.1992
507.0000	1.1984
508.0000	1.1977
509.0000	1.1970
510.0000	1.1962
511.0000	1.1955
512.0000	1.1947
513.0000	1.1940
514.0000	1.1933
515.0000	1.1925
516.0000	1.1918
517.0000	1.1910
518.0000	1.1903
519.0000	1.1896
520.0000	1.1888
521.0000	1.1881
522.0000	1.1874
523.0000	1.1866
524.0000	1.1859
525.0000	1.1852
526.0000	1.1844
527.0000	1.1837
528.0000	1.1831
529.0000	1.1822
530.0000	1.1815
531.0000	1.1809
532.0000	1.1800
533.0000	1.1793
534.0000	1.1787
535.0000	1.1778
536.0000	1.1772
537.0000	1.1765
538.0000	1.1756
539.0000	1.1750
540.0000	1.1743
541.0000	1.1736
542.0000	1.1728
543.0000	1.1721
544.0000	1.1714
545.0000	1.1706
546.0000	1.1699
547.0000	1.1692
548.0000	1.1686
549.0000	1.1677
550.0000	1.1670
551.0000	1.1664
552.0000	1.1657
553.0000	1.1650
554.0000	1.1642
555.0000	1.1635
556.0000	1.1628
557.0000	1.1622
558.0000	1.1613
559.0000	1.1606
560.0000	1.1600
561.0000	1.1593
562.0000	1.1586
563.0000	1.1578
564.0000	1.1571
565.0000	1.1564
566.0000	1.1557
567.0000	1.1551
568.0000	1.1544
569.0000	1.1536
570.0000	1.1529
571.0000	1.1522
572.0000	1.1515
573.0000	1.1509
574.0000	1.1502
575.0000	1.1495
576.0000	1.1487
577.0000	1.1480
578.0000	1.1473
579.0000	1.1466
580.0000	1.1460
581.0000	1.1453
582.0000	1.1446
583.0000	1.1439
584.0000	1.1431
585.0000	1.1424
586.0000	1.1418
587.0000	1.1411
588.0000	1.1404
589.0000	1.1397
590.0000	1.1391
591.0000	1.1384
592.0000	1.1377
593.0000	1.1370
594.0000	1.1364
595.0000	1.1357
596.0000	1.1350
597.0000	1.1342
598.0000	1.1335
599.0000	1.1328
600.0000	1.1322
601.0000	1.1315
602.0000	1.1308
603.0000	1.1301
604.0000	1.1295
605.0000	1.1288
606.0000	1.1281
607.0000	1.1274
608.0000	1.1268
609.0000	1.1261
610.0000	1.1254
611.0000	1.1247
612.0000	1.1241
613.0000	1.1234
614.0000	1.1227
615.0000	1.1220
616.0000	1.1214
617.0000	1.1207
618.0000	1.1200
619.0000	1.1193
620.0000	1.1187
621.0000	1.1180
622.0000	1.1175
623.0000	1.1168
624.0000	1.1161
625.0000	1.1155
626.0000	1.1148
627.0000	1.1141
628.0000	1.1134
629.0000	1.1128
630.0000	1.1121
631.0000	1.1114
632.0000	1.1107
633.0000	1.1101
634.0000	1.1094
635.0000	1.1087
636.0000	1.1082
637.0000	1.1075
638.0000	1.1069
639.0000	1.1062
640.0000	1.1055
641.0000	1.1048
642.0000	1.1042
643.0000	1.1035
644.0000	1.1030
645.0000	1.1023
646.0000	1.1016
647.0000	1.1010
648.0000	1.1003
649.0000	1.0996
650.0000	1.0989
651.0000	1.0984
652.0000	1.0978
653.0000	1.0971
654.0000	1.0964
655.0000	1.0957
656.0000	1.0951
657.0000	1.0946
658.0000	1.0939
659.0000	1.0932
660.0000	1.0925
661.0000	1.0919
662.0000	1.0914
663.0000	1.0907
664.0000	1.0900
665.0000	1.0893
666.0000	1.0887
667.0000	1.0882
668.0000	1.0875
669.0000	1.0868
670.0000	1.0861
671.0000	1.0855
672.0000	1.0850
673.0000	1.0843
674.0000	1.0836
675.0000	1.0829
676.0000	1.0824
677.0000	1.0818
678.0000	1.0811
679.0000	1.0804
680.0000	1.0799
681.0000	1.0792
682.0000	1.0786
683.0000	1.0780
684.0000	1.0774
685.0000	1.0767
686.0000	1.0760
687.0000	1.0755
688.0000	1.0748
689.0000	1.0742
690.0000	1.0737
691.0000	1.0730
692.0000	1.0723
693.0000	1.0718
694.0000	1.0711
695.0000	1.0705
696.0000	1.0700
697.0000	1.0693
698.0000	1.0686
699.0000	1.0681
700.0000	1.0674
701.0000	1.0668
702.0000	1.0662
703.0000	1.0656
704.0000	1.0649
705.0000	1.0644
706.0000	1.0637
707.0000	1.0630
708.0000	1.0625
709.0000	1.0619
710.0000	1.0612
711.0000	1.0607
712.0000	1.0600
713.0000	1.0595
714.0000	1.0588
715.0000	1.0582
716.0000	1.0577
717.0000	1.0570
718.0000	1.0565
719.0000	1.0558
720.0000	1.0551
721.0000	1.0546
722.0000	1.0539
723.0000	1.0534
724.0000	1.0528
725.0000	1.0523
726.0000	1.0516
727.0000	1.0509
728.0000	1.0504
729.0000	1.0497
730.0000	1.0492
731.0000	1.0485
732.0000	1.0480
733.0000	1.0474
734.0000	1.0469
735.0000	1.0462
736.0000	1.0455
737.0000	1.0450
738.0000	1.0443
739.0000	1.0438
740.0000	1.0432
741.0000	1.0427
742.0000	1.0420
743.0000	1.0415
744.0000	1.0408
745.0000	1.0403
746.0000	1.0396
747.0000	1.0391
748.0000	1.0384
749.0000	1.0379
750.0000	1.0373
751.0000	1.0368
752.0000	1.0361
753.0000	1.0356
754.0000	1.0349
755.0000	1.0344
756.0000	1.0339
757.0000	1.0332
758.0000	1.0327
759.0000	1.0320
760.0000	1.0315
761.0000	1.0309
762.0000	1.0303
763.0000	1.0297
764.0000	1.0292
765.0000	1.0287
766.0000	1.0280
767.0000	1.0275
768.0000	1.0268
769.0000	1.0263
770.0000	1.0256
771.0000	1.0251
772.0000	1.0246
773.0000	1.0239
774.0000	1.0234
775.0000	1.0228
776.0000	1.0223
777.0000	1.0218
778.0000	1.0211
779.0000	1.0206
780.0000	1.0199
781.0000	1.0194
782.0000	1.0189
783.0000	1.0182
784.0000	1.0177
785.0000	1.0172
786.0000	1.0165
787.0000	1.0160
788.0000	1.0155
789.0000	1.0148
790.0000	1.0143
791.0000	1.0138
792.0000	1.0132
793.0000	1.0126
794.0000	1.0121
795.0000	1.0115
796.0000	1.0110
797.0000	1.0105
798.0000	1.0098
799.0000	1.0093
800.0000	1.0088
801.0000	1.0081
802.0000	1.0076
803.0000	1.0071
804.0000	1.0064
805.0000	1.0059
806.0000	1.0054
807.0000	1.0047
808.0000	1.0042
809.0000	1.0037
810.0000	1.0032
811.0000	1.0025
812.0000	1.0020
813.0000	1.0015
814.0000	1.0010
815.0000	1.0003
816.0000	0.9998
817.0000	0.9993
818.0000	0.9987
819.0000	0.9982
820.0000	0.9976
821.0000	0.9971
822.0000	0.9965
823.0000	0.9960
824.0000	0.9955
825.0000	0.9950
826.0000	0.9944
827.0000	0.9938
828.0000	0.9933
829.0000	0.9928
830.0000	0.9923
831.0000	0.9916
832.0000	0.9911
833.0000	0.9906
834.0000	0.9901
835.0000	0.9896
836.0000	0.9889
837.0000	0.9884
838.0000	0.9879
839.0000	0.9874
840.0000	0.9869
841.0000	0.9862
842.0000	0.9857
843.0000	0.9852
844.0000	0.9847
845.0000	0.9842
846.0000	0.9837
847.0000	0.9830
848.0000	0.9825
849.0000	0.9820
850.0000	0.9815
851.0000	0.9810
852.0000	0.9805
853.0000	0.9799
854.0000	0.9793
855.0000	0.9788
856.0000	0.9783
857.0000	0.9778
858.0000	0.9773
859.0000	0.9767
860.0000	0.9762
861.0000	0.9757
862.0000	0.9751
863.0000	0.9746
864.0000	0.9741
865.0000	0.9735
866.0000	0.9730
867.0000	0.9725
868.0000	0.9720
869.0000	0.9715
870.0000	0.9710
871.0000	0.9705
872.0000	0.9698
873.0000	0.9693
874.0000	0.9688
875.0000	0.9683
876.0000	0.9678
877.0000	0.9673
878.0000	0.9668
879.0000	0.9663
880.0000	0.9658
881.0000	0.9653
882.0000	0.9648
883.0000	0.9643
884.0000	0.9638
885.0000	0.9633
886.0000	0.9628
887.0000	0.9623
888.0000	0.9617
889.0000	0.9612
890.0000	0.9606
891.0000	0.9601
892.0000	0.9596
893.0000	0.9590
894.0000	0.9585
895.0000	0.9580
896.0000	0.9575
897.0000	0.9570
898.0000	0.9565
899.0000	0.9560
900.0000	0.9555
901.0000	0.9550
902.0000	0.9545
903.0000	0.9540
904.0000	0.9535
905.0000	0.9530
906.0000	0.9525
907.0000	0.9520
908.0000	0.9515
909.0000	0.9511
910.0000	0.9506
911.0000	0.9501
912.0000	0.9496
913.0000	0.9491
914.0000	0.9486
915.0000	0.9481
916.0000	0.9476
917.0000	0.9471
918.0000	0.9466
919.0000	0.9461
920.0000	0.9456
921.0000	0.9451
922.0000	0.9446
923.0000	0.9440
924.0000	0.9435
925.0000	0.9430
926.0000	0.9425
927.0000	0.9422
928.0000	0.9417
929.0000	0.9412
930.0000	0.9407
931.0000	0.9402
932.0000	0.9397
933.0000	0.9392
934.0000	0.9387
935.0000	0.9381
936.0000	0.9376
937.0000	0.9373
938.0000	0.9368
939.0000	0.9363
940.0000	0.9358
941.0000	0.9353
942.0000	0.9348
943.0000	0.9343
944.0000	0.9338
945.0000	0.9334
946.0000	0.9329
947.0000	0.9324
948.0000	0.9319
949.0000	0.9314
950.0000	0.9309
951.0000	0.9304
952.0000	0.9301
953.0000	0.9296
954.0000	0.9290
955.0000	0.9285
956.0000	0.9280
957.0000	0.9275
958.0000	0.9272
959.0000	0.9267
960.0000	0.9262
961.0000	0.9257
962.0000	0.9252
963.0000	0.9247
964.0000	0.9243
965.0000	0.9238
966.0000	0.9233
967.0000	0.9228
968.0000	0.9223
969.0000	0.9220
970.0000	0.9215
971.0000	0.9210
972.0000	0.9205
973.0000	0.9201
974.0000	0.9196
975.0000	0.9191
976.0000	0.9186
977.0000	0.9181
978.0000	0.9178
979.0000	0.9172
980.0000	0.9167
981.0000	0.9162
982.0000	0.9159
983.0000	0.9154
984.0000	0.9149
985.0000	0.9144
986.0000	0.9140
987.0000	0.9135
988.0000	0.9130
989.0000	0.9125
990.0000	0.9122
991.0000	0.9117
992.0000	0.9112
993.0000	0.9107
994.0000	0.9103
995.0000	0.9098
996.0000	0.9093
997.0000	0.9090
998.0000	0.9085
999.0000	0.9080
1000.0000	0.9075
1001.0000	0.9071
1002.0000	0.9066
1003.0000	0.9061
1004.0000	0.9058
1005.0000	0.9053
1006.0000	0.9048
1007.0000	0.9044
1008.0000	0.9039
1009.0000	0.9034
1010.0000	0.9029
1011.0000	0.9026
1012.0000	0.9021
1013.0000	0.9016
1014.0000	0.9012
1015.0000	0.9007
1016.0000	0.9002
1017.0000	0.8999
1018.0000	0.8994
1019.0000	0.8989
1020.0000	0.8985
1021.0000	0.8980
1022.0000	0.8977
1023.0000	0.8972
1024.0000	0.8967
1025.0000	0.8963
1026.0000	0.8958
1027.0000	0.8953
1028.0000	0.8950
1029.0000	0.8945
1030.0000	0.8940
1031.0000	0.8937
1032.0000	0.8931
1033.0000	0.8928
1034.0000	0.8923
1035.0000	0.8918
1036.0000	0.8915
1037.0000	0.8910
1038.0000	0.8906
1039.0000	0.8901
1040.0000	0.8896
1041.0000	0.8893
1042.0000	0.8888
1043.0000	0.8884
1044.0000	0.8879
1045.0000	0.8874
1046.0000	0.8871
1047.0000	0.8866
1048.0000	0.8862
1049.0000	0.8857
1050.0000	0.8852
1051.0000	0.8849
1052.0000	0.8844
1053.0000	0.8840
1054.0000	0.8835
1055.0000	0.8832
1056.0000	0.8827
1057.0000	0.8824
1058.0000	0.8819
1059.0000	0.8813
1060.0000	0.8810
1061.0000	0.8805
1062.0000	0.8802
1063.0000	0.8797
1064.0000	0.8793
1065.0000	0.8788
1066.0000	0.8785
1067.0000	0.8780
1068.0000	0.8776
1069.0000	0.8771
1070.0000	0.8768
1071.0000	0.8763
1072.0000	0.8760
1073.0000	0.8754
1074.0000	0.8749
1075.0000	0.8746
1076.0000	0.8741
1077.0000	0.8738
1078.0000	0.8733
1079.0000	0.8729
1080.0000	0.8724
1081.0000	0.8721
1082.0000	0.8716
1083.0000	0.8712
1084.0000	0.8709
1085.0000	0.8704
1086.0000	0.8701
1087.0000	0.8695
1088.0000	0.8692
1089.0000	0.8687
1090.0000	0.8684
1091.0000	0.8679
1092.0000	0.8675
1093.0000	0.8670
1094.0000	0.8667
1095.0000	0.8662
1096.0000	0.8658
1097.0000	0.8653
1098.0000	0.8650
1099.0000	0.8647
1100.0000	0.8642
1101.0000	0.8638
1102.0000	0.8633
1103.0000	0.8630
1104.0000	0.8625
1105.0000	0.8621
1106.0000	0.8618
1107.0000	0.8613
1108.0000	0.8610
1109.0000	0.8604
1110.0000	0.8601
1111.0000	0.8596
1112.0000	0.8593
1113.0000	0.8589
1114.0000	0.8584
1115.0000	0.8581
1116.0000	0.8576
1117.0000	0.8572
1118.0000	0.8569
1119.0000	0.8564
1120.0000	0.8561
1121.0000	0.8556
1122.0000	0.8552
1123.0000	0.8549
1124.0000	0.8544
1125.0000	0.8540
1126.0000	0.8535
1127.0000	0.8532
1128.0000	0.8529
1129.0000	0.8524
1130.0000	0.8520
1131.0000	0.8517
1132.0000	0.8512
1133.0000	0.8508
1134.0000	0.8505
1135.0000	0.8500
1136.0000	0.8497
1137.0000	0.8492
1138.0000	0.8488
1139.0000	0.8485
1140.0000	0.8480
1141.0000	0.8476
1142.0000	0.8473
1143.0000	0.8468
1144.0000	0.8465
1145.0000	0.8461
1146.0000	0.8456
1147.0000	0.8453
1148.0000	0.8449
1149.0000	0.8444
1150.0000	0.8441
1151.0000	0.8438
1152.0000	0.8433
1153.0000	0.8429
1154.0000	0.8426
1155.0000	0.8422
1156.0000	0.8417
1157.0000	0.8414
1158.0000	0.8411
1159.0000	0.8406
1160.0000	0.8402
1161.0000	0.8399
1162.0000	0.8394
1163.0000	0.8390
1164.0000	0.8387
1165.0000	0.8384
1166.0000	0.8379
1167.0000	0.8375
1168.0000	0.8372
1169.0000	0.8367
1170.0000	0.8363
1171.0000	0.8360
1172.0000	0.8357
1173.0000	0.8352
1174.0000	0.8348
1175.0000	0.8345
1176.0000	0.8342
1177.0000	0.8336
1178.0000	0.8333
1179.0000	0.8330
1180.0000	0.8326
1181.0000	0.8321
1182.0000	0.8318
1183.0000	0.8315
1184.0000	0.8311
1185.0000	0.8306
1186.0000	0.8303
1187.0000	0.8299
1188.0000	0.8296
1189.0000	0.8291
1190.0000	0.8288
1191.0000	0.8284
1192.0000	0.8281
1193.0000	0.8277
1194.0000	0.8272
1195.0000	0.8269
1196.0000	0.8266
1197.0000	0.8262
1198.0000	0.8259
1199.0000	0.8254
1200.0000	0.8251
1201.0000	0.8247
1202.0000	0.8244
1203.0000	0.8240
1204.0000	0.8235
1205.0000	0.8232
1206.0000	0.8229
1207.0000	0.8225
1208.0000	0.8222
1209.0000	0.8217
1210.0000	0.8213
1211.0000	0.8210
1212.0000	0.8207
1213.0000	0.8203
1214.0000	0.8200
1215.0000	0.8195
1216.0000	0.8192
1217.0000	0.8188
1218.0000	0.8185
1219.0000	0.8181
1220.0000	0.8178
1221.0000	0.8173
1222.0000	0.8170
1223.0000	0.8166
1224.0000	0.8163
1225.0000	0.8160
1226.0000	0.8156
1227.0000	0.8153
1228.0000	0.8148
1229.0000	0.8144
1230.0000	0.8141
1231.0000	0.8138
1232.0000	0.8134
1233.0000	0.8131
1234.0000	0.8127
1235.0000	0.8124
1236.0000	0.8119
1237.0000	0.8116
1238.0000	0.8112
1239.0000	0.8109
1240.0000	0.8106
1241.0000	0.8102
1242.0000	0.8099
1243.0000	0.8095
1244.0000	0.8092
1245.0000	0.8087
1246.0000	0.8084
1247.0000	0.8080
1248.0000	0.8077
1249.0000	0.8074
1250.0000	0.8070
1251.0000	0.8067
1252.0000	0.8063
1253.0000	0.8060
1254.0000	0.8057
1255.0000	0.8053
1256.0000	0.8048
1257.0000	0.8045
1258.0000	0.8042
1259.0000	0.8038
1260.0000	0.8035
1261.0000	0.8031
1262.0000	0.8028
1263.0000	0.8025
1264.0000	0.8021
1265.0000	0.8018
1266.0000	0.8015
1267.0000	0.8011
1268.0000	0.8008
1269.0000	0.8004
1270.0000	0.8001
1271.0000	0.7998
1272.0000	0.7994
1273.0000	0.7989
1274.0000	0.7986
1275.0000	0.7983
1276.0000	0.7979
1277.0000	0.7976
1278.0000	0.7972
1279.0000	0.7969
1280.0000	0.7966
1281.0000	0.7962
1282.0000	0.7959
1283.0000	0.7956
1284.0000	0.7952
1285.0000	0.7949
1286.0000	0.7945
1287.0000	0.7942
1288.0000	0.7939
1289.0000	0.7935
1290.0000	0.7932
1291.0000	0.7929
1292.0000	0.7925
1293.0000	0.7922
1294.0000	0.7918
1295.0000	0.7915
1296.0000	0.7912
1297.0000	0.7908
1298.0000	0.7905
1299.0000	0.7902
1300.0000	0.7898
1301.0000	0.7895
1302.0000	0.7892
1303.0000	0.7888
1304.0000	0.7885
1305.0000	0.7881
1306.0000	0.7878
1307.0000	0.7875
1308.0000	0.7873
1309.0000	0.7870
1310.0000	0.7866
1311.0000	0.7863
1312.0000	0.7859
1313.0000	0.7856
1314.0000	0.7853
1315.0000	0.7849
1316.0000	0.7846
1317.0000	0.7843
1318.0000	0.7839
1319.0000	0.7836
1320.0000	0.7833
1321.0000	0.7829
1322.0000	0.7826
1323.0000	0.7822
1324.0000	0.7819
1325.0000	0.7816
1326.0000	0.7814
1327.0000	0.7811
1328.0000	0.7807
1329.0000	0.7804
1330.0000	0.7800
1331.0000	0.7797
1332.0000	0.7794
1333.0000	0.7790
1334.0000	0.7787
1335.0000	0.7784
1336.0000	0.7780
1337.0000	0.7777
1338.0000	0.7775
1339.0000	0.7772
1340.0000	0.7768
1341.0000	0.7765
1342.0000	0.7762
1343.0000	0.7758
1344.0000	0.7755
1345.0000	0.7752
1346.0000	0.7748
1347.0000	0.7747
1348.0000	0.7743
1349.0000	0.7740
1350.0000	0.7736
1351.0000	0.7733
1352.0000	0.7730
1353.0000	0.7726
1354.0000	0.7723
1355.0000	0.7721
1356.0000	0.7718
1357.0000	0.7715
1358.0000	0.7711
1359.0000	0.7708
1360.0000	0.7704
