sample-time[seconds]	plasma[kBq/cc]
3158.0000	0.5525
3159.0000	0.5525
3160.0000	0.5525
3161.0000	0.5525
3162.0000	0.5525
3163.0000	0.5525
3164.0000	0.5525
3165.0000	0.5525
3166.0000	0.5525
3167.0000	0.5525
3168.0000	0.5525
3169.0000	0.5525
3170.0000	0.5523
3171.0000	0.5523
3172.0000	0.5523
3173.0000	0.5523
3174.0000	0.5523
3175.0000	0.5523
3176.0000	0.5523
3177.0000	0.5523
3178.0000	0.5523
3179.0000	0.5523
3180.0000	0.5523
3181.0000	0.5523
3182.0000	0.5523
3183.0000	0.5523
3184.0000	0.5523
3185.0000	0.5523
3186.0000	0.5523
3187.0000	0.5523
3188.0000	0.5523
3189.0000	0.5523
3190.0000	0.5523
3191.0000	0.5523
3192.0000	0.5523
3193.0000	0.5523
3194.0000	0.5523
3195.0000	0.5523
3196.0000	0.5523
3197.0000	0.5523
3198.0000	0.5523
3199.0000	0.5523
3200.0000	0.5523
3201.0000	0.5523
3202.0000	0.5523
3203.0000	0.5523
3204.0000	0.5523
3205.0000	0.5523
3206.0000	0.5523
3207.0000	0.5523
3208.0000	0.5523
3209.0000	0.5523
3210.0000	0.5523
3211.0000	0.5523
3212.0000	0.5523
3213.0000	0.5523
3214.0000	0.5523
3215.0000	0.5523
3216.0000	0.5523
3217.0000	0.5523
3218.0000	0.5523
3219.0000	0.5523
3220.0000	0.5523
3221.0000	0.5523
3222.0000	0.5523
3223.0000	0.5523
3224.0000	0.5523
3225.0000	0.5523
3226.0000	0.5523
3227.0000	0.5523
3228.0000	0.5523
3229.0000	0.5523
3230.0000	0.5523
3231.0000	0.5523
3232.0000	0.5523
3233.0000	0.5523
3234.0000	0.5523
3235.0000	0.5523
3236.0000	0.5523
3237.0000	0.5523
3238.0000	0.5523
3239.0000	0.5523
3240.0000	0.5523
3241.0000	0.5523
3242.0000	0.5523
3243.0000	0.5523
3244.0000	0.5523
3245.0000	0.5523
3246.0000	0.5523
3247.0000	0.5523
3248.0000	0.5523
3249.0000	0.5523
3250.0000	0.5523
3251.0000	0.5523
3252.0000	0.5523
3253.0000	0.5523
3254.0000	0.5523
3255.0000	0.5523
3256.0000	0.5523
3257.0000	0.5523
3258.0000	0.5523
3259.0000	0.5523
3260.0000	0.5523
3261.0000	0.5523
3262.0000	0.5523
3263.0000	0.5523
3264.0000	0.5523
3265.0000	0.5523
3266.0000	0.5523
3267.0000	0.5523
3268.0000	0.5523
3269.0000	0.5523
3270.0000	0.5523
3271.0000	0.5523
3272.0000	0.5523
3273.0000	0.5523
3274.0000	0.5523
3275.0000	0.5523
3276.0000	0.5523
3277.0000	0.5523
3278.0000	0.5523
3279.0000	0.5523
3280.0000	0.5523
3281.0000	0.5523
3282.0000	0.5523
3283.0000	0.5523
3284.0000	0.5523
3285.0000	0.5523
3286.0000	0.5523
3287.0000	0.5523
3288.0000	0.5523
3289.0000	0.5523
3290.0000	0.5523
3291.0000	0.5523
3292.0000	0.5523
3293.0000	0.5523
3294.0000	0.5523
3295.0000	0.5523
3296.0000	0.5523
3297.0000	0.5523
3298.0000	0.5523
3299.0000	0.5523
3300.0000	0.5523
3301.0000	0.5523
3302.0000	0.5523
3303.0000	0.5523
3304.0000	0.5523
3305.0000	0.5525
3306.0000	0.5525
3307.0000	0.5525
3308.0000	0.5525
3309.0000	0.5525
3310.0000	0.5525
3311.0000	0.5525
3312.0000	0.5525
3313.0000	0.5525
3314.0000	0.5525
3315.0000	0.5525
3316.0000	0.5525
3317.0000	0.5525
3318.0000	0.5525
3319.0000	0.5525
3320.0000	0.5525
3321.0000	0.5525
3322.0000	0.5525
3323.0000	0.5525
3324.0000	0.5525
3325.0000	0.5525
3326.0000	0.5525
3327.0000	0.5525
3328.0000	0.5525
3329.0000	0.5525
3330.0000	0.5525
3331.0000	0.5525
3332.0000	0.5525
3333.0000	0.5525
3334.0000	0.5525
3335.0000	0.5525
3336.0000	0.5527
3337.0000	0.5527
3338.0000	0.5527
3339.0000	0.5527
3340.0000	0.5527
3341.0000	0.5527
3342.0000	0.5527
3343.0000	0.5527
3344.0000	0.5527
3345.0000	0.5527
3346.0000	0.5527
3347.0000	0.5527
3348.0000	0.5527
3349.0000	0.5527
3350.0000	0.5527
3351.0000	0.5527
3352.0000	0.5527
3353.0000	0.5527
3354.0000	0.5527
3355.0000	0.5527
3356.0000	0.5527
3357.0000	0.5527
3358.0000	0.5527
3359.0000	0.5528
3360.0000	0.5528
3361.0000	0.5528
3362.0000	0.5528
3363.0000	0.5528
3364.0000	0.5528
3365.0000	0.5528
3366.0000	0.5528
3367.0000	0.5528
3368.0000	0.5528
3369.0000	0.5528
3370.0000	0.5528
3371.0000	0.5528
3372.0000	0.5528
3373.0000	0.5528
3374.0000	0.5528
3375.0000	0.5528
3376.0000	0.5528
3377.0000	0.5528
3378.0000	0.5530
3379.0000	0.5530
3380.0000	0.5530
3381.0000	0.5530
3382.0000	0.5530
3383.0000	0.5530
3384.0000	0.5530
3385.0000	0.5530
3386.0000	0.5530
3387.0000	0.5530
3388.0000	0.5530
3389.0000	0.5530
3390.0000	0.5530
3391.0000	0.5530
3392.0000	0.5530
3393.0000	0.5530
3394.0000	0.5530
3395.0000	0.5532
3396.0000	0.5532
3397.0000	0.5532
3398.0000	0.5532
3399.0000	0.5532
3400.0000	0.5532
3401.0000	0.5532
3402.0000	0.5532
3403.0000	0.5532
3404.0000	0.5532
3405.0000	0.5532
3406.0000	0.5532
3407.0000	0.5532
3408.0000	0.5532
3409.0000	0.5532
3410.0000	0.5532
3411.0000	0.5533
3412.0000	0.5533
3413.0000	0.5533
3414.0000	0.5533
3415.0000	0.5533
3416.0000	0.5533
3417.0000	0.5533
3418.0000	0.5533
3419.0000	0.5533
3420.0000	0.5533
3421.0000	0.5533
3422.0000	0.5533
3423.0000	0.5533
3424.0000	0.5533
3425.0000	0.5535
3426.0000	0.5535
3427.0000	0.5535
3428.0000	0.5535
3429.0000	0.5535
3430.0000	0.5535
3431.0000	0.5535
3432.0000	0.5535
3433.0000	0.5535
3434.0000	0.5535
3435.0000	0.5535
3436.0000	0.5535
3437.0000	0.5535
3438.0000	0.5535
3439.0000	0.5537
3440.0000	0.5537
3441.0000	0.5537
3442.0000	0.5537
3443.0000	0.5537
3444.0000	0.5537
3445.0000	0.5537
3446.0000	0.5537
3447.0000	0.5537
3448.0000	0.5537
3449.0000	0.5537
3450.0000	0.5537
3451.0000	0.5537
3452.0000	0.5539
3453.0000	0.5539
3454.0000	0.5539
3455.0000	0.5539
3456.0000	0.5539
3457.0000	0.5539
3458.0000	0.5539
3459.0000	0.5539
3460.0000	0.5539
3461.0000	0.5539
3462.0000	0.5539
3463.0000	0.5539
3464.0000	0.5540
3465.0000	0.5540
3466.0000	0.5540
3467.0000	0.5540
3468.0000	0.5540
3469.0000	0.5540
3470.0000	0.5540
3471.0000	0.5540
3472.0000	0.5540
3473.0000	0.5540
3474.0000	0.5540
3475.0000	0.5542
3476.0000	0.5542
3477.0000	0.5542
3478.0000	0.5542
3479.0000	0.5542
3480.0000	0.5542
3481.0000	0.5542
3482.0000	0.5542
3483.0000	0.5542
3484.0000	0.5542
3485.0000	0.5542
3486.0000	0.5544
3487.0000	0.5544
3488.0000	0.5544
3489.0000	0.5544
3490.0000	0.5544
3491.0000	0.5544
3492.0000	0.5544
3493.0000	0.5544
3494.0000	0.5544
3495.0000	0.5544
3496.0000	0.5544
3497.0000	0.5545
3498.0000	0.5545
3499.0000	0.5545
3500.0000	0.5545
3501.0000	0.5545
3502.0000	0.5545
3503.0000	0.5545
3504.0000	0.5545
3505.0000	0.5545
3506.0000	0.5545
3507.0000	0.5547
3508.0000	0.5547
3509.0000	0.5547
3510.0000	0.5547
3511.0000	0.5547
3512.0000	0.5547
3513.0000	0.5547
3514.0000	0.5547
3515.0000	0.5547
3516.0000	0.5547
3517.0000	0.5549
3518.0000	0.5549
3519.0000	0.5549
3520.0000	0.5549
3521.0000	0.5549
3522.0000	0.5549
3523.0000	0.5549
3524.0000	0.5549
3525.0000	0.5549
3526.0000	0.5550
3527.0000	0.5550
3528.0000	0.5550
3529.0000	0.5550
3530.0000	0.5550
3531.0000	0.5550
3532.0000	0.5550
3533.0000	0.5550
3534.0000	0.5550
3535.0000	0.5552
3536.0000	0.5552
3537.0000	0.5552
3538.0000	0.5552
3539.0000	0.5552
3540.0000	0.5552
3541.0000	0.5552
3542.0000	0.5552
3543.0000	0.5552
3544.0000	0.5554
3545.0000	0.5554
3546.0000	0.5554
3547.0000	0.5554
3548.0000	0.5554
3549.0000	0.5554
3550.0000	0.5554
3551.0000	0.5554
3552.0000	0.5554
3553.0000	0.5555
3554.0000	0.5555
3555.0000	0.5555
3556.0000	0.5555
3557.0000	0.5555
3558.0000	0.5555
3559.0000	0.5555
3560.0000	0.5555
3561.0000	0.5555
3562.0000	0.5557
3563.0000	0.5557
3600.0000   0.6000
